,tweet_id,tweet,sentiment,tweet_ts
2291,6253,    line at popup apple store at 6th   congress still over a block long   sxsw    fucking californians ,1,line at popup appl store at 6th congress still over a block long sxsw fuck californian
2292,341,the queue at the apple store in austin is four blocks long  crazy stuff   sxsw,3,the queue at the appl store in austin is four block long crazi stuff sxsw
2293,4231, sxsw  help request  where  the downtown austin apple store  i have walked past it but now cant find it   doesnt show in a map search   thx,1,sxsw help request where the downtown austin appl store i have walk past it but now cant find it doesnt show in a map search thx
2294,4029,apple will be opening a temporary apple store at 6th and congress  tomorrow march 11 for ipad sales  so you dont have to miss sxsw   sxsw,1,appl will be open a temporari appl store at 6th and congress tomorrow march 11 for ipad sale so you dont have to miss sxsw sxsw
2295,3968,weinschenk at  bankinnovation  next battle for this is going to happen with apple  google  verizon  att  great point  totally agree   sxsw,2,weinschenk at bankinnov next battl for thi is go to happen with appl googl verizon att great point total agre sxsw
2296,2717,ah  a nice simple idea  rt   hello  holler gram  get to know   new ipad app    hollergram  sxsw,2,ah a nice simpl idea rt hello holler gram get to know new ipad app hollergram sxsw
2297,6457,    q a with  bing    google  let the games begin  qagb  sxsw,1,q a with bing googl let the game begin qagb sxsw
2298,4932,at microsoft lounge 4th floor  first 5 iphone   android developers to stop by before   get free entry into windows phone mp   99   sxsw,1,at microsoft loung 4th floor first 5 iphon android develop to stop by befor get free entri into window phone mp 99 sxsw
2299,3456,nice  im heading to barton creek to get a mackbook pro    rt   waiting outside the  sxsw apple store for my  ipad2   woohoo,2,nice im head to barton creek to get a mackbook pro rt wait outsid the sxsw appl store for my ipad2 woohoo
2300,6698,    survive  sxsw with   live music app for iphone and android  ,1,surviv sxsw with live music app for iphon and android
2301,2683,is  google launching a new social network today   sxsw  socialmedia  ,1,is googl launch a new social network today sxsw socialmedia
2302,5224,     futuremf     spec for recipes on the web  now in google search      sxsw,1,futuremf spec for recip on the web now in googl search sxsw
2303,7891,ipad2 goes on sale on first day of  sxsw in  atx tomorrow  is apple sending a lorry load to austin  riots may ensue ,2,ipad2 goe on sale on first day of sxsw in atx tomorrow is appl send a lorri load to austin riot may ensu
2304,4719,i wanna know too rt   one of our producers is going to  sxsw  what  hopefully free   iphone apps should she dl ,2,i wan na know too rt one of our produc is go to sxsw what hope free iphon app should she dl
2305,58,  rt   those at  sxsw check out the holler gram ipad app from     ,1,rt those at sxsw check out the holler gram ipad app from
2306,8404,  thanks for the apple store  sxsw retweet ,2,thank for the appl store sxsw retweet
2307,6862,    walking into the pop up apple store is like walking into a future where the ipad is the only type of computer   sxsw,1,walk into the pop up appl store is like walk into a futur where the ipad is the onli type of comput sxsw
2308,8598,ipad is its own thing   in addition to  not in place of print     cuts through the  sxsw b s  at  newsapps panel,2,ipad is it own thing in addit to not in place of print cut through the sxsw b s at newsapp panel
2309,4245,you finally get everyone to buy in to facebook and then google introduces circle  no fair  stop with all the innovation  people  sxsw,0,you final get everyon to buy in to facebook and then googl introduc circl no fair stop with all the innov peopl sxsw
2310,6169,    it is ridiculous to see someone taking a photo during a session with their ipad  cannot wait to see concert use   sxsw  silly,0,it is ridicul to see someon take a photo dure a session with their ipad can not wait to see concert use sxsw silli
2311,1381,well damn  apple setting up a  pop up  shop at  sxsw  ,1,well damn appl set up a pop up shop at sxsw
2312,8770,if you havent waited in line for an apple product you re missing out on an important rite of passage    sxsw,2,if you havent wait in line for an appl product you re miss out on an import rite of passag sxsw
2313,667,if you re in austin today  please join     and myself talking ipad 2 and  sxsw  here      ,1,if you re in austin today pleas join and myself talk ipad 2 and sxsw here
2314,5228,     google could launch a  major  new social network called circles  possibly today     sxsw remake of wave ,1,googl could launch a major new social network call circl possibl today sxsw remak of wave
2315,408,among the cool goofy things i have spied at  sxsw today   ipad case made to look like an etchnsketch  grown up game of tug o  war ,1,among the cool goofi thing i have spi at sxsw today ipad case made to look like an etchnsketch grown up game of tug o war
2316,6821,    tweet this to register for exclusive passes to events  parties   ipad 2 during  sxsw    give m     cont   ,1,tweet thi to regist for exclus pass to event parti ipad 2 dure sxsw give m cont
2317,6904,    we re not launching any products at  sxsw but we re doing plenty else  join us for  h4ckers   80s dan     ,1,we re not launch ani product at sxsw but we re do plenti els join us for h4cker 80 dan
2318,3952,  just arrived at the  gsdm    google  sxsw industry party austin  tx ,1,just arriv at the gsdm googl sxsw industri parti austin tx
2319,6090,    if someone in austin will let me borrow their iphone charger for a short time  i will heart you for a long time   sxsw,1,if someon in austin will let me borrow their iphon charger for a short time i will heart you for a long time sxsw
2320,4148,ipad  tablet  etc are aiding in greater adoption of mobile devices because screen size is larger  mobilefarm  sxsw,1,ipad tablet etc are aid in greater adopt of mobil devic becaus screen size is larger mobilefarm sxsw
2321,4920,download of the day  lonely planet austin  free for a limited time    iphone,1,download of the day lone planet austin free for a limit time iphon
2322,8976,leaving my bag at home today  traveling light with just my ipad in hand  i really dont need to lug around all that impedimenta   sxsw,2,leav my bag at home today travel light with just my ipad in hand i realli dont need to lug around all that impedimenta sxsw
2323,7331,lots of ipad 2s here  but no motorola xooms  sxsw  tabletwars,1,lot of ipad 2s here but no motorola xoom sxsw tabletwar
2324,5227,     google circles   crop circles  the anatomy of a  sxsw rumor    by  ,1,googl circl crop circl the anatomi of a sxsw rumor by
2325,3287,this  google circles has everyone going around in circles     sxsw,2,thi googl circl ha everyon go around in circl sxsw
2326,2157,venturebeat  rt   on its second day in business  the apple pop up store appears to be trending   sxsw  vb      ,2,venturebeat rt on it second day in busi the appl pop up store appear to be trend sxsw vb
2327,2558,just got down at the android party for  sxsw  androidsxsw here  the painting  time to blahzay   ,1,just got down at the android parti for sxsw androidsxsw here the paint time to blahzay
2328,2413,new product idea  pants with a built in iphone charging dock built into the pocket   sxsw,2,new product idea pant with a built in iphon charg dock built into the pocket sxsw
2329,2551,just how do you improve your website rankings  advice from both google and bing at  sxsw   ,1,just how do you improv your websit rank advic from both googl and bing at sxsw
2330,4297,nuts           via    sxsw ipad store sold out of everything except 64gig wifi only white   ,3,nut via sxsw ipad store sold out of everyth except 64gig wifi onli white
2331,2675,omg   free ipad 2s in salon h  one am   sxsw ,2,omg free ipad 2s in salon h one am sxsw
2332,9062,  you should find   or   you can go purchase the new ipad2 at the  sxsw apple kiosk,1,you should find or you can go purchas the new ipad2 at the sxsw appl kiosk
2333,5917,    google trying to fill void for local information with hotpot  if you own a biz  claim it and provide photos and more info   sxsw,1,googl tri to fill void for local inform with hotpot if you own a biz claim it and provid photo and more info sxsw
2334,7505,oops   copy paste malfunction on the last tweet for   free  sxsw shuttle   correct link  ,1,oop copi past malfunct on the last tweet for free sxsw shuttl correct link
2335,4275,google  marissa mayer on the location based  fast  fun and future     sxsw  sxswi  ,1,googl marissa mayer on the locat base fast fun and futur sxsw sxswi
2336,7275,anyone know what the hours are for the apple store at  sxsw ,1,anyon know what the hour are for the appl store at sxsw
2337,433,check out designing ipad interfaces   new navigation schemas  sxsw  uxdes,1,check out design ipad interfac new navig schema sxsw uxd
2338,1114,great new support for web fonts   here at  sxsw  google,2,great new support for web font here at sxsw googl
2339,2951, sxsw    intrvw    govt is not a vending machine  put in    get svcs   it  a platform  iphone was a teaching moment ,2,sxsw intrvw govt is not a vend machin put in get svc it a platform iphon wa a teach moment
2340,5382,    all you  sxsw tweeps  check out our homies   this thursday   ,1,all you sxsw tweep check out our homi thi thursday
2341,7158,looking forward to delicious t mobile 4g here in austin while iphone users struggle to do anything    sxsw,0,look forward to delici t mobil 4g here in austin while iphon user struggl to do anyth sxsw
2342,7604,apple store  sxsw line is moving at the front  these fruit basket imacs better be worth it ,2,appl store sxsw line is move at the front these fruit basket imac better be worth it
2343,7842,line wraps around the block and down the street for ipad2s at  sxsw apple popup store   ,1,line wrap around the block and down the street for ipad2 at sxsw appl popup store
2344,7520,protip for  sxsw   kill your iphone ipad tasks to save battery,1,protip for sxsw kill your iphon ipad task to save batteri
2345,4466,having fun with google analytics in our berklee topspin class    if you havent used it before  great info for marketing your music    sxsw,2,have fun with googl analyt in our berkle topspin class if you havent use it befor great info for market your music sxsw
2346,7442,smart   apple creates pop up store at  sxsw to peddle the ipad 2    the  ipad 2 takes over sxsw  video   ,2,smart appl creat pop up store at sxsw to peddl the ipad 2 the ipad 2 take over sxsw video
2347,6213,    just passed a homeless w a sign   aving for ipad 2   sxsw,1,just pass a homeless w a sign ave for ipad 2 sxsw
2348,3246,stay charged    sxsw   visit the mophie booth    08 for great deals on juice packs for ur iphone or stay tuned for  flash  giveaways,2,stay charg sxsw visit the mophi booth 08 for great deal on juic pack for ur iphon or stay tune for flash giveaway
2349,1893,win an ipad2 by signing up here     sxsw  wantlet,1,win an ipad2 by sign up here sxsw wantlet
2350,4589,the only news at sxswi was apple  temporary ipad store   sxsw  wth ,1,the onli news at sxswi wa appl temporari ipad store sxsw wth
2351,7245,checking out the new fast society app  for iphone     kinda like a group foursquare  nice for  sxsw  thanks to   for sharing ,2,check out the new fast societi app for iphon kinda like a group foursquar nice for sxsw thank to for share
2352,1613,    new  ubersocial for  iphone now in the app store includes uberguide to  sxsw  mashable  ,1,new ubersoci for iphon now in the app store includ uberguid to sxsw mashabl
2353,3812,win free ipad 2 from webdoc com  sxsw rt,1,win free ipad 2 from webdoc com sxsw rt
2354,2202,android may be gaining market share  but you would never know it at  sxsw  apparently our industry movers and shakers are apple loyalists ,2,android may be gain market share but you would never know it at sxsw appar our industri mover and shaker are appl loyalist
2355,699,i fear no iphone    att 3gs slowpoke network during  sxsw    sxswmusic ,2,i fear no iphon att 3g slowpok network dure sxsw sxswmusic
2356,858,there are lots of other google efforts helping japan  and many other global issues      rt   rt   wtf is up w people at  sxsw,2,there are lot of other googl effort help japan and mani other global issu rt rt wtf is up w peopl at sxsw
2357,1222,listening to google q a  with what she is saying i see yelp and other services going to die     sxsw so far interesting,2,listen to googl q a with what she is say i see yelp and other servic go to die sxsw so far interest
2358,2706,use google profile or fb as  entry point  fb too personal  try digg or google reader to draw people in   hireme  sxsw,2,use googl profil or fb as entri point fb too person tri digg or googl reader to draw peopl in hirem sxsw
2359,7209,and it should go without saying     google bread is going to be amazing      sxsw  googlebread,2,and it should go without say googl bread is go to be amaz sxsw googlebread
2360,6543,    rt   google to launch major new social network called circles     sxsw  nptech,2,rt googl to launch major new social network call circl sxsw nptech
2361,8698,stumbled upon  sxswapis when the google bing session was full  terrific so far   sxsw,1,stumbl upon sxswapi when the googl bing session wa full terrif so far sxsw
2362,6595,    rt   our nfb films app for android is now available for download      just in time for  sxsw ,1,rt our nfb film app for android is now avail for download just in time for sxsw
2363,3133,free stuff alert  download   new  austin guide for free this week     sxsw,1,free stuff alert download new austin guid for free thi week sxsw
2364,7135,  or like the ipad 2 line at  sxsw you could sell your space at the exercise class for  900   ,1,or like the ipad 2 line at sxsw you could sell your space at the exercis class for 900
2365,8412,  that  exactly what i have been sayin  rt if you re able to attend  sxsw buy an ipad today  consider a few   for japan relief ,1,that exactli what i have been sayin rt if you re abl to attend sxsw buy an ipad today consid a few for japan relief
2366,3125,marissa meyer demoing google augmented reality at  sxsw   ,1,marissa meyer demo googl augment realiti at sxsw
2367,6836,    used to be that only the small upstarts  twitter  played at sxsw  not the big guys making moves  apple  google   sxsw,1,use to be that onli the small upstart twitter play at sxsw not the big guy make move appl googl sxsw
2368,211,if u have a iphone you dont need a car  use zimride etc to share rides  sxsw  shareable,2,if u have a iphon you dont need a car use zimrid etc to share ride sxsw shareabl
2369,6667,    so  sxsw is cool  i strike up a conversation with a bloke who happens to work for the guardian   a few hours later     ,1,so sxsw is cool i strike up a convers with a bloke who happen to work for the guardian a few hour later
2370,5837,    google latitude check ins follow foursquare rewards at sxsw    free  googlela  googlemarch  sxsw,1,googl latitud check in follow foursquar reward at sxsw free googlela googlemarch sxsw
2371,136,beautiful  sxsw    apple store  sxsw   pic    ,2,beauti sxsw appl store sxsw pic
2372,2299,everyone buy   an app for his new ipad on this day of his birth  happy  happy   sxsw  gsdm,2,everyon buy an app for hi new ipad on thi day of hi birth happi happi sxsw gsdm
2373,2390,my first computer as a kid was an atari 800  my kids first computer will be an ipad   what will they be able to do that i couldnt   sxsw,2,my first comput as a kid wa an atari 800 my kid first comput will be an ipad what will they be abl to do that i couldnt sxsw
2374,3460,  heard rumors google circles was supposed to have a preview at  sxsw,1,heard rumor googl circl wa suppos to have a preview at sxsw
2375,2715,did anyone see visit  the temporary apple store at  sxsw  ,2,did anyon see visit the temporari appl store at sxsw
2376,2111, sxsw kawasaki says key to enchantment is likability of   trustworthiness of     product of  ,1,sxsw kawasaki say key to enchant is likabl of trustworthi of product of
2377,945, sxsw 20  of google searches are for local information  marissa mayer  6 million places claimed by their owners and logged by  google,1,sxsw 20 of googl search are for local inform marissa mayer 6 million place claim by their owner and log by googl
2378,4211,data overload  every month  45bil pieces of  facebook content  3bil tweets   11bil  google searches   sxsw,1,data overload everi month 45bil piec of facebook content 3bil tweet 11bil googl search sxsw
2379,7578,google circles not being launched    sxsw interactive today    bummer,1,googl circl not be launch sxsw interact today bummer
2380,7752,  rt   it  not a rumor  apple is opening up a temporary store in downtown austin for  sxsw and the ipad 2 launch,1,rt it not a rumor appl is open up a temporari store in downtown austin for sxsw and the ipad 2 launch
2381,461,before it even begins   apple wins  sxsw    tc  apple,2,befor it even begin appl win sxsw tc appl
2382,7927,amex teams up with foursquare    gps  sxsw  social  commerce  credit  app  android  iphone  blackberry  viral  media,1,amex team up with foursquar gp sxsw social commerc credit app android iphon blackberri viral media
2383,1886,won an ipad case at   talking about search research at  sxsw ,1,won an ipad case at talk about search research at sxsw
2384,3631, so if you google  refrigerator magnet game         everyone at the  sxsw keynote stops listening and does it ,1,so if you googl refriger magnet game everyon at the sxsw keynot stop listen and doe it
2385,2897,sweet siren call of  gsdm  google party starting downstairs  but i am wrapping  sxsw work at desk  help me  obi wan  you re my only hope ,1,sweet siren call of gsdm googl parti start downstair but i am wrap sxsw work at desk help me obi wan you re my onli hope
2386,8631, socialnetworks   google noch heute mit  circles   facebook konkurrent    via   und    sxsw,3,socialnetwork googl noch heut mit circl facebook konkurr via und sxsw
2387,1032,ne sapete qualcosa       google to launch major new social network called circles  possibly today    sxsw   ,1,ne sapet qualcosa googl to launch major new social network call circl possibl today sxsw
2388,6633,    rt  it  not a rumor  apple is opening up a temporary store in downtown austin for  sxsw and the ipad 2 launch  ,2,rt it not a rumor appl is open up a temporari store in downtown austin for sxsw and the ipad 2 launch
2389,2831,just passed pop up apple store at 6th  5 blocks later   naked bicycle guy  keep austin weird   atx  sxsw,1,just pass pop up appl store at 6th 5 block later nake bicycl guy keep austin weird atx sxsw
2390,194,apple has 200m users  credit cards sync would with itunes for one click purchase     winning  sxsw,1,appl ha 200m user credit card sync would with itun for one click purchas win sxsw
2391,776,google to launch major new social network called circles  possibly today    sxsw,1,googl to launch major new social network call circl possibl today sxsw
2392,4040,new social network from google  news abuzz about the launch of  googlecircles at  sxsw,2,new social network from googl news abuzz about the launch of googlecircl at sxsw
2393,8941,getting excited to present  spark at team android choice awards  sxsw doors open in 20 min   lustre pearl  if you re here  come cheer us on ,1,get excit to present spark at team android choic award sxsw door open in 20 min lustr pearl if you re here come cheer us on
2394,7702,false alarm  google circles not coming now  and probably not ever     so much for reports that it would unveil at  sxsw,1,fals alarm googl circl not come now and probabl not ever so much for report that it would unveil at sxsw
2395,1924,guy kawasaki ex apple evangelist talking eloquently about the art of enchantment   changing  hearts  minds and actions  sxsw,1,guy kawasaki ex appl evangelist talk eloqu about the art of enchant chang heart mind and action sxsw
2396,236,i meant i also wish i  at  sxsw  dyac stupid iphone ,0,i meant i also wish i at sxsw dyac stupid iphon
2397,5666,    details for the ipad 2 giveaway coming tonight  rt this   sxsw  sxswi,2,detail for the ipad 2 giveaway come tonight rt thi sxsw sxswi
2398,1847, sxsw beta testing interactive book for ipad app by moonbot studios out of louisiana   cool app ,2,sxsw beta test interact book for ipad app by moonbot studio out of louisiana cool app
2399,3718,google going in circles about sns rt   we re not launching any products at  sxsw but we re doing plenty else  ,1,googl go in circl about sn rt we re not launch ani product at sxsw but we re do plenti els
2400,6403,    oh my god  rt   it  not a rumor  apple opening up a temporary store in downtown austin for  sxsw  ipad 2 launch  ,2,oh my god rt it not a rumor appl open up a temporari store in downtown austin for sxsw ipad 2 launch
2401,7050,   google to launch major new social network called  circles    social networking back to basics   sxsw,1,googl to launch major new social network call circl social network back to basic sxsw
2402,5961,    has spontaniety in life been replaced by technology  when your iphone battery dies you go home  great   at  busy  sxsw,3,ha spontanieti in life been replac by technolog when your iphon batteri die you go home great at busi sxsw
2403,8891,  what are the chances they will have a booth selling new ipad 2s   sxsw,2,what are the chanc they will have a booth sell new ipad 2s sxsw
2404,8487,well  austin  the only place in the us to get an ipad 2 apparently   austinwins  sxsw,2,well austin the onli place in the us to get an ipad 2 appar austinwin sxsw
2405,4232,whrrl girls handing out chances to win 2 audi cars  come find us   sxsw    apple store sxsw   ,1,whrrl girl hand out chanc to win 2 audi car come find us sxsw appl store sxsw
2406,7557,free 23 track  sxsw sampler on itunes   ,1,free 23 track sxsw sampler on itun
2407,6089,    if i were at  sxsw i could spend it all at the   teaching theater alone  just look at that schedule   ,1,if i were at sxsw i could spend it all at the teach theater alon just look at that schedul
2408,1040,   retiring from wine library tv  moving onto daily grape  get the app on yr iphone   thankyouecon  sxsw,2,retir from wine librari tv move onto daili grape get the app on yr iphon thankyouecon sxsw
2409,6618,    rt   we are giving away an ipad 2 to kick off our time down at  sxsw  just visit our fb page for more info   ,2,rt we are give away an ipad 2 to kick off our time down at sxsw just visit our fb page for more info
2410,1792,the ipad 2 takes over sxsw  video     apple  ipad  sxsw,2,the ipad 2 take over sxsw video appl ipad sxsw
2411,4777,   hoot new blog post hootsuite mobile for  sxsw updates for iphone bberry android    ,1,hoot new blog post hootsuit mobil for sxsw updat for iphon bberri android
2412,8379,  tell your  sxsw friends to send ireports today  even if just a fun photo  they can use the cnn app to upload from iphone ,2,tell your sxsw friend to send ireport today even if just a fun photo they can use the cnn app to upload from iphon
2413,5293,     sxsw google party  league of extraordinary h4ackers promoting txt redcross to   to help  japan  ,1,sxsw googl parti leagu of extraordinari h4acker promot txt redcross to to help japan
2414,7697,catch charles chen   sxsw   ask him for a demo of chromeos   android access  hint  he  wearing a google braille shirt   sxsw,1,catch charl chen sxsw ask him for a demo of chromeo android access hint he wear a googl braill shirt sxsw
2415,7138,looking for tech mobile bloggers   others to join ipad 2 panelist line up for  sxsw  tues     lmk ,1,look for tech mobil blogger other to join ipad 2 panelist line up for sxsw tue lmk
2416,3771,       going to   at  sxsw  check in w friends while you   re in  austin w these location based apps     lbs,1,go to at sxsw check in w friend while you re in austin w these locat base app lb
2417,5977,    heads up  rt   come and see the new awesome flairbuilder release    great tool  sxsw  ux,1,head up rt come and see the new awesom flairbuild releas great tool sxsw ux
2418,8713,  never use mine on the go rt    you re probably using your ipad on the go    disagree  sxsw  uxdes,3,never use mine on the go rt you re probabl use your ipad on the go disagre sxsw uxd
2419,4036,it is well known steve jobs hates  sxsw rt   iphone just autocorrected  sxsw  to  ass   ,1,it is well known steve job hate sxsw rt iphon just autocorrect sxsw to ass
2420,3107,amazing new app for mobil workers       iphone  app  telework  sxsw,2,amaz new app for mobil worker iphon app telework sxsw
2421,324,overheard at  sxsw interactive   arg  i hate the iphone  i want my blackberry back   shocked,0,overheard at sxsw interact arg i hate the iphon i want my blackberri back shock
2422,6401,    oh at texas social media awards   you dont need to ask your mother anymore  just google it    sxswi  sxsw,1,oh at texa social media award you dont need to ask your mother anymor just googl it sxswi sxsw
2423,4745,always wanted this  rt   sound of my voice was shot exploiting apple   best buy  14 day return policy on imacs  brilliant   sxsw,3,alway want thi rt sound of my voic wa shot exploit appl best buy 14 day return polici on imac brilliant sxsw
2424,8026,if you dislike those people who are constantly looking at their iphone or ipad  you would have a lot to dislike at  sxsw,1,if you dislik those peopl who are constantli look at their iphon or ipad you would have a lot to dislik at sxsw
2425,2593,really the  google me  is now going to be called  circle  hmm we will see later today at  sxsw,1,realli the googl me is now go to be call circl hmm we will see later today at sxsw
2426,5098,        at  sxsw   apple comes up with cool technology no one  ever heard of because they dont go to conferences ,2,at sxsw appl come up with cool technolog no one ever heard of becaus they dont go to confer
2427,1619,cute  rt   one of my fav photos of  sxsw so far         google  sxsw  ,1,cute rt one of my fav photo of sxsw so far googl sxsw
2428,5303,     sxsw ipad store sold out of everything except 64gig wifi only white,0,sxsw ipad store sold out of everyth except 64gig wifi onli white
2429,7312,gearing up to make a splash    to launch  groupon or living social type  rewards at  sxsw  ,1,gear up to make a splash to launch groupon or live social type reward at sxsw
2430,1287,you wont use glasses  lies  lies  it  a phone on your face people  it  a handsfree connection  think apple   sxsw  arsxsw,1,you wont use glass lie lie it a phone on your face peopl it a handsfre connect think appl sxsw arsxsw
2431,5436,    apple is opening up a temporary store in downtown austin for  sxsw and the ipad 2 launch  ,1,appl is open up a temporari store in downtown austin for sxsw and the ipad 2 launch
2432,6519,    rt   calvin is now the geek charlie sheen with his goddesses         google  sxsw,1,rt calvin is now the geek charli sheen with hi goddess googl sxsw
2433,6897,    we re not launching any products at  sxsw but     join us for  h4ckers   80s dancing today  ,1,we re not launch ani product at sxsw but join us for h4cker 80 danc today
2434,4982,oh  quadroid is the new wintel   qualcomm   android  sxsw  cloud,1,oh quadroid is the new wintel qualcomm android sxsw cloud
2435,1865,fucking mac users         sxsw cwebb ipad grant hill,0,fuck mac user sxsw cwebb ipad grant hill
2436,8392,photo booth action at the   and google party  who doesnt love a good photo booth  sxsw   ,2,photo booth action at the and googl parti who doesnt love a good photo booth sxsw
2437,8886,  well  i hope you make it easier for me to find you  i have a little android who wants to say hi   sxsw ,2,well i hope you make it easier for me to find you i have a littl android who want to say hi sxsw
2438,8417,download the  sxsw app on your iphone and do this   ,1,download the sxsw app on your iphon and do thi
2439,118,temporary  apple store is def not a tent  it  a powerhouse gym  sxsw   ,2,temporari appl store is def not a tent it a powerhous gym sxsw
2440,3895,must  resist  buying a ipad2    sxsw  really want a  notionink  adam instead    but apple have a store for the launch in  sxsw   ,2,must resist buy a ipad2 sxsw realli want a notionink adam instead but appl have a store for the launch in sxsw
2441,4051,why is all the prizes at  sxsw apple products  sigh,0,whi is all the prize at sxsw appl product sigh
2442,1667,   i have worked at google for over 11 years  so i have seen a lot of evil    qagb  sxsw,0,i have work at googl for over 11 year so i have seen a lot of evil qagb sxsw
2443,2049,at sxsw  apple schools the marketing experts    sxsw  essdub,1,at sxsw appl school the market expert sxsw essdub
2444,4354,my  sxsw moment   walking while looking down at iphone and nearly ran into   and   at the acc ,1,my sxsw moment walk while look down at iphon and nearli ran into and at the acc
2445,1997,complete android guide  print  on sale at  sxsw bookstore today   15  include 99 cent upgrade to 2 4 3 0 ready ebook  signing at   ,1,complet android guid print on sale at sxsw bookstor today 15 includ 99 cent upgrad to 2 4 3 0 readi ebook sign at
2446,8643,hey if you re at  sxsw  try out the early iphone android beta of hitchery and let us know what you think   ,1,hey if you re at sxsw tri out the earli iphon android beta of hitcheri and let us know what you think
2447,4327,ipad dj   on the decks   for   killing    sxsw,1,ipad dj on the deck for kill sxsw
2448,6029,    homeless guy in front of apple pop up store here at  sxsw is holding a sign that says   need money for ipad 2 ,1,homeless guy in front of appl pop up store here at sxsw is hold a sign that say need money for ipad 2
2449,2490,ipad found    my friend jeff has it      sxsw thanks to everyone who helped  especially  ,2,ipad found my friend jeff ha it sxsw thank to everyon who help especi
2450,2080,checkins are fun  but we need to extend beyond just being fun and make checkins useful  sxsw  google,1,checkin are fun but we need to extend beyond just be fun and make checkin use sxsw googl
2451,2303,the walk by lady bird lake was lovely  but google maps travel times are not to be trusted   sxsw,0,the walk by ladi bird lake wa love but googl map travel time are not to be trust sxsw
2452,3471,  hey eric  it was at a pop up apple store here at  sxsw    nice long line of tech savvy folks ready to spend hard earned  ,2,hey eric it wa at a pop up appl store here at sxsw nice long line of tech savvi folk readi to spend hard earn
2453,6608,    rt   sound of my voice was shot exploiting apple   best buy  14 day return policy on imacs  brilliant   sxsw,0,rt sound of my voic wa shot exploit appl best buy 14 day return polici on imac brilliant sxsw
2454,1120,the great talk of   must be the only one at  sxsw that didnt mention apple ,2,the great talk of must be the onli one at sxsw that didnt mention appl
2455,1235,apple set to open popup shop in core of  sxsw action        aapl,1,appl set to open popup shop in core of sxsw action aapl
2456,723,i believe it   i almost always use google maps on my iphone rt   40  of google maps use is mobile says    sxsw,2,i believ it i almost alway use googl map on my iphon rt 40 of googl map use is mobil say sxsw
2457,7274,wonders how this  sxsw creeps up every year and i still manage to not know about it  stop  please  i will  google ,1,wonder how thi sxsw creep up everi year and i still manag to not know about it stop pleas i will googl
2458,6366,    new social network may debut at  sxsw google circles    eatdrinktweet  not done with you yet ,2,new social network may debut at sxsw googl circl eatdrinktweet not done with you yet
2459,219,hobo with a shotgun video game coming to ipad iphone users   yes please     sxsw,2,hobo with a shotgun video game come to ipad iphon user ye pleas sxsw
2460,4857, google to launch major new social network called  circles  possibly today  sxsw  ,1,googl to launch major new social network call circl possibl today sxsw
2461,266,say what  apple  sxsw popup store in austin        ,1,say what appl sxsw popup store in austin
2462,3639,  if you re near zen on guadalupe   1pm or at trailer space that night  i m playing  iphone  maurice  friend of    sxsw,1,if you re near zen on guadalup 1pm or at trailer space that night i m play iphon mauric friend of sxsw
2463,248,my iphone and i are both very thirsty   sxsw    chevy volt lounge w  16 others   ,1,my iphon and i are both veri thirsti sxsw chevi volt loung w 16 other
2464,1763,head to 605 for a chance to win rt   almost time to enter to win an ipad 2 at the  emc booth in the  sxsw exhibit hall   ,1,head to 605 for a chanc to win rt almost time to enter to win an ipad 2 at the emc booth in the sxsw exhibit hall
2465,8310,in line at what might very well be the popup apple store in austin  sxsw  ipad2,1,in line at what might veri well be the popup appl store in austin sxsw ipad2
2466,1875,got my ipad 2 and gave to red cross for japan what a first day at  sxsw,2,got my ipad 2 and gave to red cross for japan what a first day at sxsw
2467,4872,excited to see this  rt   google to launch major new social network called circles  possibly today    sxsw,2,excit to see thi rt googl to launch major new social network call circl possibl today sxsw
2468,7306,setting up my ipad2   very swift and upbeat service this morning at the  sxsw apple pop up store ,2,set up my ipad2 veri swift and upbeat servic thi morn at the sxsw appl pop up store
2469,1861,learning about the future of search from       creepily social and awesome   sxsw,1,learn about the futur of search from creepili social and awesom sxsw
2470,4632,interesting tweet stream from  sxsw  qabg  follow this one  q a  google   bing   with         someone from msn lol ,1,interest tweet stream from sxsw qabg follow thi one q a googl bing with someon from msn lol
2471,5308,     sxsw news  google to launch major new social network called circles  possibly today  ,1,sxsw news googl to launch major new social network call circl possibl today
2472,3791,       the only news at sxswi was apple  temporary ipad store   sxsw  wth     yes  think of it as the ultimate offsite trade show  booth  ,1,the onli news at sxswi wa appl temporari ipad store sxsw wth ye think of it as the ultim offsit trade show booth
2473,5324,     sxsw    we think we control our identities on facebook  but as google becomes an ai our profile will be built of what we do,3,sxsw we think we control our ident on facebook but as googl becom an ai our profil will be built of what we do
2474,6605,    rt   rt   news google may launch  social circles  social network today    soccomp  sxsw,1,rt rt news googl may launch social circl social network today soccomp sxsw
2475,4513,i cant handle everyone  tweets about the new flipboard   jealous thinking about taking the plunge and buying an ipad at  sxsw,2,i cant handl everyon tweet about the new flipboard jealou think about take the plung and buy an ipad at sxsw
2476,1600,just met   in line at the apple store at  sxsw   ,1,just met in line at the appl store at sxsw
2477,4342,marcelosomers  new version of google maps for mobile is pretty amazing   vector based   fast   sxsw  marcelosomers      ,2,marcelosom new version of googl map for mobil is pretti amaz vector base fast sxsw marcelosom
2478,530, the future of local is contextual discovery   google  marissa mayer argues  where  is exceptionally valuable for any type of search   sxsw,1,the futur of local is contextu discoveri googl marissa mayer argu where is except valuabl for ani type of search sxsw
